Date,Open,High,Low,Close,Adj Close,Volume
2021-10-21,307.170013,311.019989,306.359985,310.760010,310.760010,16918100
2021-10-22,310.399994,311.089996,307.799988,309.160004,309.160004,17440800
2021-10-25,309.359985,309.399994,306.459991,308.130005,308.130005,17554500
2021-10-26,311.000000,312.399994,308.600006,310.109985,310.109985,28107300
2021-10-27,316.000000,326.100006,316.000000,323.170013,323.170013,52588700
2021-10-28,324.329987,324.869995,321.359985,324.350006,324.350006,26275100
